x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.1838165521621704,0.2976118326187134,3.191700841398415e-07,0.25920942425727844,0.3140808343887329,-0.0020247800275683403,0.34390249848365784,0.35507428646087646,-0.03130640834569931,0.40784260630607605,0.3660876452922821,-0.058649107813835144,0.46608811616897583,0.3581182360649109,-0.08715776354074478,0.3237474262714386,0.419109970331192,-0.09584558010101318,0.31792616844177246,0.5759987831115723,-0.14080680906772614,0.31396910548210144,0.6622976064682007,-0.16374333202838898,0.3061616122722626,0.7260720729827881,-0.17543087899684906,0.26316505670547485,0.4223830997943878,-0.10901585221290588,0.26625341176986694,0.597933292388916,-0.15602326393127441,0.2637554407119751,0.5530747175216675,-0.1502460390329361,0.26320117712020874,0.4843651354312897,-0.13865017890930176,0.20170262455940247,0.42559337615966797,-0.11646003276109695,0.21705332398414612,0.5811131000518799,-0.15271975100040436,0.21357598900794983,0.5360164046287537,-0.12441890686750412,0.21152274310588837,0.4761123061180115,-0.09731122851371765,0.1467755138874054,0.43275195360183716,-0.12114235758781433,0.17078897356987,0.5531119108200073,-0.1332790106534958,0.17283494770526886,0.5140494108200073,-0.10237496346235275,0.17169512808322906,0.46378853917121887,-0.0767352432012558,丑
0.28738293051719666,0.3266085088253021,2.0367166086998623e-07,0.35638976097106934,0.34195026755332947,-0.006509902887046337,0.43381792306900024,0.38654184341430664,-0.030333325266838074,0.4951637387275696,0.41798192262649536,-0.05143838748335838,0.5473316311836243,0.42377185821533203,-0.07338719815015793,0.41292503476142883,0.45909222960472107,-0.06635439395904541,0.4030805826187134,0.5986549258232117,-0.10102510452270508,0.39612770080566406,0.6800450086593628,-0.12148510664701462,0.38630837202072144,0.7431760430335999,-0.1326444149017334,0.35838860273361206,0.47194260358810425,-0.07180508971214294,0.35895639657974243,0.5979698300361633,-0.10454205423593521,0.3567847013473511,0.5532766580581665,-0.09922515600919724,0.3544374704360962,0.495785117149353,-0.08971250802278519,0.3064591884613037,0.47725051641464233,-0.07398777455091476,0.31796759366989136,0.5873997807502747,-0.10054685175418854,0.3124466836452484,0.5453362464904785,-0.07736003398895264,0.30821725726127625,0.49359965324401855,-0.05563829094171524,0.25978901982307434,0.4847181439399719,-0.07426775246858597,0.2816370129585266,0.5624833703041077,-0.08394242078065872,0.27519136667251587,0.5231313109397888,-0.05848030000925064,0.2689934968948364,0.48421353101730347,-0.036814816296100616,丑
0.3961714208126068,0.37909960746765137,9.920569254973088e-08,0.4712959825992584,0.378656804561615,-0.0003421786241233349,0.546406626701355,0.411222904920578,-0.01785874553024769,0.6111085414886475,0.4339393377304077,-0.034539952874183655,0.6619130969047546,0.42777305841445923,-0.05291721597313881,0.5355817675590515,0.5122067332267761,-0.04470956325531006,0.538397490978241,0.6421822309494019,-0.06815948337316513,0.5390600562095642,0.7197524905204773,-0.08285290747880936,0.5350857973098755,0.7800065875053406,-0.09042360633611679,0.4878048896789551,0.5412863492965698,-0.046800486743450165,0.4924067258834839,0.63533616065979,-0.06238408759236336,0.49131715297698975,0.5933524370193481,-0.05263291671872139,0.4843903183937073,0.5446321368217468,-0.04306267574429512,0.4405178129673004,0.5523070096969604,-0.04593820497393608,0.45656827092170715,0.6268129348754883,-0.05517978221178055,0.45238929986953735,0.5919502377510071,-0.035604607313871384,0.4431381821632385,0.5464209318161011,-0.020376332104206085,0.3988233506679535,0.5605069398880005,-0.04326051101088524,0.4212771952152252,0.6033713221549988,-0.03936783969402313,0.4160967767238617,0.5703586935997009,-0.016856903210282326,0.40831196308135986,0.5374536514282227,0.0005378031637519598,丑
0.258608341217041,0.28011852502822876,2.3867380605224753e-07,0.35981011390686035,0.29496896266937256,-0.0025163795799016953,0.45177897810935974,0.3387559950351715,-0.03564905747771263,0.5358825922012329,0.3712203800678253,-0.06571293622255325,0.605238676071167,0.36956173181533813,-0.09830744564533234,0.42884117364883423,0.48411840200424194,-0.09272021055221558,0.43358537554740906,0.6796795129776001,-0.12710700929164886,0.4355592131614685,0.7855029106140137,-0.14298884570598602,0.43199050426483154,0.8710262775421143,-0.15106922388076782,0.3487911522388458,0.522225558757782,-0.09694008529186249,0.37536168098449707,0.6834618449211121,-0.12195482105016708,0.38290879130363464,0.6254497766494751,-0.10122915357351303,0.37606480717658997,0.5512416362762451,-0.08252817392349243,0.27753564715385437,0.5338010787963867,-0.09531959146261215,0.3140929937362671,0.662985622882843,-0.11004804074764252,0.31556010246276855,0.6130021810531616,-0.07641632109880447,0.3058622181415558,0.5461559891700745,-0.05126604810357094,0.21842892467975616,0.5435834527015686,-0.09113030880689621,0.25967347621917725,0.6180140376091003,-0.08970904350280762,0.2569417357444763,0.571230947971344,-0.05724168196320534,0.24653157591819763,0.5245787501335144,-0.03263942152261734,丑
0.392254114151001,0.41489338874816895,-3.38810366429243e-08,0.44511616230010986,0.4099549353122711,0.010177328251302242,0.5047281980514526,0.43458688259124756,0.003676257561892271,0.5525858998298645,0.4513700306415558,-0.005647918209433556,0.589082658290863,0.44561415910720825,-0.017196709290146828,0.5148991942405701,0.5252109169960022,-0.019780633971095085,0.5177633166313171,0.6278414130210876,-0.031263865530490875,0.518328070640564,0.6884059906005859,-0.038904812186956406,0.518024742603302,0.7335332632064819,-0.04418230056762695,0.4884651303291321,0.5465689301490784,-0.029116131365299225,0.4639279544353485,0.6217291951179504,-0.03456711024045944,0.45058673620224,0.5882166028022766,-0.02603205107152462,0.45038604736328125,0.5509809255599976,-0.021161923184990883,0.4519238770008087,0.5572513937950134,-0.0362301841378212,0.4328250288963318,0.6183255314826965,-0.03874386101961136,0.4221670925617218,0.587228536605835,-0.024246135726571083,0.42168909311294556,0.5497788786888123,-0.016535194590687752,0.4156244695186615,0.5646705627441406,-0.04201342537999153,0.40553420782089233,0.6006467938423157,-0.038564443588256836,0.39556393027305603,0.5704521536827087,-0.02400333248078823,0.3951646089553833,0.5406060814857483,-0.014386202208697796,丑
0.3861480951309204,0.45837193727493286,-2.8151035280643555e-08,0.4366229772567749,0.4480521082878113,0.0033697220496833324,0.48830410838127136,0.46260401606559753,-0.0065882643684744835,0.5343149900436401,0.47067150473594666,-0.018130989745259285,0.5698829293251038,0.4637821316719055,-0.03133732080459595,0.4990302622318268,0.5542184114456177,-0.022278403863310814,0.5018330812454224,0.6479060053825378,-0.03098497912287712,0.5023871064186096,0.7016570568084717,-0.03642392158508301,0.5016863942146301,0.7413151860237122,-0.04044797644019127,0.47269171476364136,0.5796783566474915,-0.02780652418732643,0.4521905779838562,0.6280178427696228,-0.031543850898742676,0.44282740354537964,0.5969184041023254,-0.02479615807533264,0.44172802567481995,0.563993513584137,-0.02159206196665764,0.438459575176239,0.5913006663322449,-0.03139146789908409,0.42419105768203735,0.6214595437049866,-0.031987085938453674,0.41487210988998413,0.5958855152130127,-0.01973036117851734,0.4131343364715576,0.5648927688598633,-0.013824695721268654,0.40659624338150024,0.5993227362632751,-0.03439994901418686,0.39925897121429443,0.6147031784057617,-0.03094726987183094,0.39057958126068115,0.5887159109115601,-0.018492529168725014,0.3897881805896759,0.5628222823143005,-0.009903553873300552,丑
0.3764371871948242,0.4245871901512146,-3.893693900636208e-08,0.44165217876434326,0.41284751892089844,0.0109713701531291,0.5109542012214661,0.43243271112442017,-0.0010274451924487948,0.5710358619689941,0.44861212372779846,-0.015088098123669624,0.6170938014984131,0.4387231767177582,-0.03171117231249809,0.5200831294059753,0.5450000762939453,-0.03200596943497658,0.5248487591743469,0.6666150093078613,-0.04778527840971947,0.528398871421814,0.7395050525665283,-0.057863976806402206,0.5287091135978699,0.792740523815155,-0.06334807723760605,0.48313093185424805,0.580059289932251,-0.03860510140657425,0.4680548310279846,0.6515361666679382,-0.0431431345641613,0.45768898725509644,0.6089152693748474,-0.029529545456171036,0.4505631625652313,0.5614108443260193,-0.020782023668289185,0.438040554523468,0.5950645804405212,-0.041890691965818405,0.4312213063240051,0.6442351937294006,-0.044186849147081375,0.4198532998561859,0.6096495985984802,-0.02617967501282692,0.4114876389503479,0.5650084018707275,-0.015366875566542149,0.3966248333454132,0.6083694100379944,-0.04262913390994072,0.397660493850708,0.6317547559738159,-0.03614743798971176,0.38634565472602844,0.597974419593811,-0.01640254631638527,0.38127976655960083,0.5645700097084045,-0.0025879256427288055,丑
0.3602380156517029,0.3211183547973633,9.505819065225296e-08,0.4465821087360382,0.31726378202438354,0.011754603125154972,0.5536967515945435,0.3439091742038727,-0.0171977449208498,0.638055682182312,0.3635410666465759,-0.04417351633310318,0.7104042768478394,0.3502207398414612,-0.07491094619035721,0.5495630502700806,0.4793871343135834,-0.09715484082698822,0.5578638315200806,0.6726235151290894,-0.14306966960430145,0.563956618309021,0.784710168838501,-0.17400862276554108,0.5649038553237915,0.8680609464645386,-0.19157007336616516,0.48158201575279236,0.5129448175430298,-0.10539104789495468,0.4882802665233612,0.6675918102264404,-0.12587511539459229,0.4750650227069855,0.6042056083679199,-0.1019553616642952,0.4629584550857544,0.5304501056671143,-0.08664069324731827,0.4132269024848938,0.5288086533546448,-0.10715864598751068,0.4318467080593109,0.6589942574501038,-0.12427613139152527,0.41680794954299927,0.6026713848114014,-0.08750808984041214,0.3999099135398865,0.532708466053009,-0.06335996091365814,0.35288071632385254,0.550207793712616,-0.10353916883468628,0.380756676197052,0.6375301480293274,-0.10324132442474365,0.3635708689689636,0.5817866325378418,-0.06487799435853958,0.35009217262268066,0.5267244577407837,-0.03852464631199837,丑
0.6000773310661316,0.36483755707740784,-9.470432615898972e-08,0.66715008020401,0.3503229022026062,0.008541655726730824,0.74213707447052,0.37832438945770264,-0.0011582178995013237,0.8061094284057617,0.40134942531585693,-0.01281268335878849,0.8552964925765991,0.3972541391849518,-0.02704833261668682,0.7598523497581482,0.49090123176574707,-0.03192070126533508,0.754095196723938,0.6278799176216125,-0.04640228673815727,0.7507686018943787,0.7052505016326904,-0.05635441094636917,0.7468332052230835,0.7621546983718872,-0.06279213726520538,0.7261159420013428,0.5223171710968018,-0.039870403707027435,0.6849079132080078,0.5992605090141296,-0.04663418233394623,0.6702784895896912,0.5546826124191284,-0.03936944529414177,0.6714741587638855,0.5081589221954346,-0.03593432530760765,0.6780925989151001,0.5383607745170593,-0.04434029385447502,0.6493222713470459,0.5871708393096924,-0.048228196799755096,0.6342664957046509,0.5519538521766663,-0.033889204263687134,0.6339895129203796,0.5098822116851807,-0.02617775835096836,0.63279128074646,0.5528718829154968,-0.04693323373794556,0.6179465055465698,0.5751444101333618,-0.04284602776169777,0.6036795973777771,0.5404309034347534,-0.025328725576400757,0.603741466999054,0.5057026147842407,-0.012597251683473587,丑
0.22740855813026428,0.3854103088378906,7.394164214247212e-08,0.3016466498374939,0.38178253173828125,0.003262108424678445,0.3581496775150299,0.4041305482387543,-0.015144906006753445,0.41529545187950134,0.41660603880882263,-0.03336498513817787,0.46059662103652954,0.41392627358436584,-0.05361753702163696,0.34960487484931946,0.5066849589347839,-0.046301551163196564,0.3615798056125641,0.6250246167182922,-0.06401538848876953,0.3690482974052429,0.6898738145828247,-0.07182689756155014,0.37151217460632324,0.7423146963119507,-0.0748579204082489,0.3045695722103119,0.5420103073120117,-0.047169167548418045,0.32949456572532654,0.6100267171859741,-0.05342656001448631,0.33394697308540344,0.5763042569160461,-0.037519801408052444,0.32519033551216125,0.5377970933914185,-0.02625349722802639,0.26253414154052734,0.5535984039306641,-0.04431586712598801,0.2948606610298157,0.6001222729682922,-0.045199841260910034,0.293703556060791,0.5741879343986511,-0.02454240433871746,0.2823790907859802,0.5397716164588928,-0.011319470591843128,0.2285422384738922,0.5614081025123596,-0.039615679532289505,0.2594514489173889,0.5851064324378967,-0.03181378170847893,0.25646716356277466,0.5569740533828735,-0.011033299379050732,0.24626362323760986,0.5305950045585632,0.00377253838814795,丑
